province,Y-W,newcases,newcases_tminus1,newcases_tminus2,newcases_tminus3,newcases_tminus4,newcases_tplus1,newcases_tplus2,newcases_tplus4,spc_tminus1,spc_tminus2,spc_tminus3,spc_tminus4,temp_min_tminus1,temp_min_tminus2,temp_min_tminus3,temp_min_tminus4,temp_max_tminus1,temp_max_tminus2,temp_max_tminus3,temp_max_tminus4,retail_tminus1,retail_tminus2,retail_tminus3,retail_tminus4,grocery_tminus1,grocery_tminus2,grocery_tminus3,grocery_tminus4,parks_tminus1,parks_tminus2,parks_tminus3,parks_tminus4,transit_tminus1,transit_tminus2,transit_tminus3,transit_tminus4,workplaces_tminus1,workplaces_tminus2,workplaces_tminus3,workplaces_tminus4,residential_tminus1,residential_tminus2,residential_tminus3,residential_tminus4,2019employment_rate,2019intermunicipal_migration_rate,2019annual_contrib_margin,2019share_age_64,2019number_workplaces,Subdivision Name (en)
Ostrobothnia,2022-04,4.771143781917894,4.828714803517813,4.6919671871167825,4.724797692076257,4.29676989225622,4.849866930583028,4.784068301403472,4.527383013099817,4.4955458093829685,4.316974062412741,4.167110046579368,3.780284849648918,-5.942857142857143,-6.842857142857143,-9.757142857142856,-9.042857142857144,-0.2428571428571428,0.7285714285714285,-4.885714285714286,-3.1142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,76.7,-986,275.3,23.0,78711,Ostrobothnia
North Karelia,2022-04,3.7977046280940305,4.180355554836045,4.1015864581984856,4.210748728667551,3.6784386506625775,3.4734173094756127,3.6534120728897275,3.315579102592594,4.415937818830746,4.387300031538241,4.188674367599683,3.8043141345865767,-4.9,-3.6000000000000005,-10.528571428571428,-6.214285714285714,1.2857142857142858,2.9714285714285715,-3.6,-0.5428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,64.8,-636,345.7,26.5,60515,North Karelia
Northern Ostrobothnia,2022-04,3.944467293989521,3.965302509548188,3.996429804553778,3.9303320038395313,3.7395647356054402,4.116806248637347,4.260018241710802,3.976239633669588,4.516564704798342,4.470561103893163,4.263485609240576,3.775980568347018,-4.414285714285714,-8.185714285714285,-12.085714285714284,-9.685714285714283,-0.6428571428571429,-1.0571428571428572,-6.057142857142857,-4.685714285714285,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-862,185.0,19.6,164619,Northern Ostrobothnia
Northern Savonia,2022-04,3.884666111285201,3.9307786065383645,3.9928519703839638,3.885493702219502,3.5768647099529973,3.935511124117353,3.9472453501657694,3.5824806420196214,4.4407827664003845,4.394673162437631,4.203989667008108,3.7730830790079777,-6.742857142857143,-7.442857142857143,-15.37142857142857,-11.514285714285714,0.9000000000000001,1.6285714285714286,-8.357142857142858,-2.5142857142857147,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-543,162.0,25.3,98975,Northern Savonia
Päijänne Tavastia,2022-04,4.612369280796619,4.583985769454825,4.504463180432634,4.358304610668161,3.977592269011413,4.242353175707238,4.415719516373483,3.9019831253915656,4.449361102232741,4.4283487554634045,4.3129830984744375,3.980111066470875,-6.357142857142857,-8.614285714285714,-13.757142857142858,-9.857142857142858,-0.6714285714285715,-0.4428571428571427,-7.3,-4.442857142857143,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-591,222.7,26.7,77081,Päijänne Tavastia
Satakunta,2022-04,4.554897454944703,4.552942937492734,4.3971231403692626,4.03460307337271,3.996089817969129,4.415248386503743,4.475690017197826,4.089727017615669,4.493300023729132,4.452511448855964,4.347798324138982,3.9681552514177367,-5.171428571428572,-3.042857142857143,-8.028571428571428,-5.857142857142857,1.2142857142857142,3.628571428571429,-1.8,0.6571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,71.2,-1141,63.9,27.2,86401,Satakunta
Uusimaa,2022-04,4.710510792809698,4.997951431881978,5.184209014987621,5.25608269529365,5.021271402845806,4.574849695162128,4.483504625868059,3.956239415870374,4.424793195874138,4.360610151428907,4.213164441773848,3.83646299251097,-6.042857142857144,-6.4,-10.5,-7.771428571428571,0.1285714285714286,1.0,-4.885714285714286,-2.357142857142857,,,,,,,,,,,,,,,,,,,,,,,,,75.2,8144,601.0,17.6,836622,Uusimaa
Southwest Finland,2022-04,4.30875824673244,4.3941352080772536,4.489955051190648,4.322631403094502,3.855237705697345,4.307360286525402,4.324008191646444,3.888536059333434,4.531018633204923,4.474692441262656,4.359933850452335,4.052577600833349,-3.685714285714286,-3.9,-7.5,-6.671428571428572,1.3428571428571427,2.6142857142857143,-1.4857142857142858,-0.8142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,72.4,887,74.1,23.3,202061,Southwest Finland
South Karelia,2022-05,4.349316093591258,4.30563612827236,4.158141328391123,3.996714385688795,3.7647335150621353,4.590472604403336,4.725632557766499,4.588872209852649,4.376058413038107,4.419237691563307,4.3719327933303775,4.250440631708132,-8.485714285714286,-7.528571428571429,-8.2,-14.071428571428571,-1.7,-1.0571428571428572,-0.1714285714285714,-8.042857142857143,,,,,,,,,,,,,,,,,,,,,,,,,67.4,-488,387.3,27.4,47995,South Karelia
Southern Ostrobothnia,2022-05,4.152728841319113,4.415933282181839,4.672444520311983,4.332700124510856,4.141208118773819,4.319629976319415,4.176978038139762,3.97501368603091,4.465830133268613,4.515581072091663,4.4357019501969575,4.327356192163576,-9.44285714285714,-5.485714285714286,-4.914285714285714,-15.157142857142858,-0.9714285714285714,1.9714285714285715,1.9428571428571428,-7.714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,73.8,-935,123.6,25.4,77419,Southern Ostrobothnia
Southern Savonia,2022-05,4.494732995318637,4.376978382928279,4.168232234966018,3.838164583903755,3.668827372186168,4.898437639392556,5.094317573719084,4.807292966371872,4.305055958386784,4.364176649509861,4.346014905953183,4.210169610180613,-10.685714285714283,-7.314285714285714,-5.842857142857143,-18.928571428571427,-3.871428571428571,1.3571428571428572,0.7,-10.385714285714286,,,,,,,,,,,,,,,,,,,,,,,,,68.9,-1228,143.5,30.9,50145,Southern Savonia
Kainuu,2022-05,4.612852146781714,4.699036225429373,4.824249225796569,4.9039326396359115,4.227379534113585,4.568977168726278,4.601712551937291,4.855151086782477,4.257402107485671,4.316486534378898,4.267073403996394,4.186617141122552,-7.328571428571428,-5.842857142857143,-7.614285714285715,-11.771428571428572,-1.3571428571428572,-0.3857142857142857,0.0714285714285714,-5.6000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,68.3,-462,857.2,28.5,27218,Kainuu
Tavastia Proper,2022-05,3.9365446770967223,4.236716899882976,4.487926299535433,4.517157554851779,4.515876372052724,4.029349525227609,3.9296564724190493,3.6342871039930196,4.422474894476239,4.503057148569683,4.469798994782543,4.353142474914207,-14.1,-9.585714285714284,-9.457142857142856,-19.485714285714288,-8.185714285714285,-1.0428571428571427,-1.7,-13.071428571428571,,,,,,,,,,,,,,,,,,,,,,,,,73.1,-69,197.5,25.3,64199,Tavastia Proper
Central Ostrobothnia,2022-05,4.407252197861302,4.456230259889765,4.353861893224886,3.9027395933953968,3.7173246474234265,4.44765827137169,4.501290534178862,4.590231242757864,4.452410276850244,4.545322328978943,4.471375958492938,4.362544953458997,-8.528571428571428,-6.528571428571429,-11.357142857142858,-18.342857142857145,-3.7571428571428567,-1.5714285714285714,-3.142857142857143,-12.042857142857144,,,,,,,,,,,,,,,,,,,,,,,,,74.3,-450,189.5,23.4,28177,Central Ostrobothnia
Central Finland,2022-05,4.2138091575739445,4.205090999644982,4.170571443571138,4.294049584640084,3.9288831919052942,4.234215160987215,4.0172004856687975,3.6398203646498306,4.383633321182726,4.454532434576963,4.375920396239762,4.249418005749254,-15.214285714285714,-9.914285714285713,-10.385714285714286,-20.7,-7.114285714285714,-0.1142857142857144,-0.6142857142857142,-13.014285714285714,,,,,,,,,,,,,,,,,,,,,,,,,68.0,-262,94.5,23.2,106637,Central Finland
Kymenlaakso,2022-05,4.564531156736549,4.488811920433206,4.467894757319511,4.463658304153456,4.261222023629441,4.665450041890256,4.751290632967168,4.6180837676822515,4.387998381648266,4.430504317921871,4.383103474044554,4.265217402628474,-7.228571428571429,-7.585714285714286,-8.542857142857143,-16.571428571428573,-2.4857142857142853,-1.0142857142857145,-1.1,-10.214285714285714,,,,,,,,,,,,,,,,,,,,,,,,,67.9,-1286,175.6,28.0,61440,Kymenlaakso
Lapland,2022-05,4.472833400785564,4.583435390139827,4.4433262847003725,4.439325389832361,4.37730780900128,4.515213521907141,4.695503029728667,4.080739569257357,4.325893971900015,4.408663470090931,4.379879616527842,4.218887407757105,-6.942857142857143,-3.7,-3.142857142857143,-12.27142857142857,-0.0857142857142856,2.4714285714285715,2.5,-6.685714285714286,,,,,,,,,,,,,,,,,,,,,,,,,70.3,-968,-0.3,25.3,71925,Lapland
Pirkanmaa,2022-05,4.271005552334644,4.273140432017267,4.548464993076912,4.450728635864954,4.460280474751966,4.2929363415931725,4.1633653315906685,3.715711873256989,4.405566696001194,4.478867769258008,4.429852977816146,4.284384911303158,-6.942857142857143,-5.671428571428572,-6.128571428571428,-10.714285714285714,-0.2999999999999999,0.5142857142857143,1.342857142857143,-4.799999999999999,,,,,,,,,,,,,,,,,,,,,,,,,71.4,1886,305.6,21.8,217811,Pirkanmaa
Ostrobothnia,2022-05,4.849866930583028,4.771143781917894,4.828714803517813,4.6919671871167825,4.724797692076257,4.784068301403472,4.91076442756341,4.58123724973394,4.413920949892116,4.4955458093829685,4.316974062412741,4.167110046579368,-6.700000000000001,-5.942857142857143,-6.842857142857143,-9.757142857142856,-0.8428571428571429,-0.2428571428571428,0.7285714285714285,-4.885714285714286,,,,,,,,,,,,,,,,,,,,,,,,,76.7,-986,275.3,23.0,78711,Ostrobothnia
North Karelia,2022-05,3.4734173094756127,3.7977046280940305,4.180355554836045,4.1015864581984856,4.210748728667551,3.6534120728897275,3.807256402508418,3.9298032992399907,4.382216128795468,4.415937818830746,4.387300031538241,4.188674367599683,-5.842857142857143,-4.9,-3.6000000000000005,-10.528571428571428,0.5,1.2857142857142858,2.9714285714285715,-3.6,,,,,,,,,,,,,,,,,,,,,,,,,64.8,-636,345.7,26.5,60515,North Karelia
Northern Ostrobothnia,2022-05,4.116806248637347,3.944467293989521,3.965302509548188,3.996429804553778,3.9303320038395313,4.260018241710802,4.25316979814413,4.265802768486011,4.48382494321227,4.516564704798342,4.470561103893163,4.263485609240576,-6.342857142857143,-4.414285714285714,-8.185714285714285,-12.085714285714284,-2.3285714285714283,-0.6428571428571429,-1.0571428571428572,-6.057142857142857,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-862,185.0,19.6,164619,Northern Ostrobothnia
Northern Savonia,2022-05,3.935511124117353,3.884666111285201,3.9307786065383645,3.9928519703839638,3.885493702219502,3.9472453501657694,3.8929113604229633,3.9626798215526424,4.378879082641905,4.4407827664003845,4.394673162437631,4.203989667008108,-10.571428571428571,-6.742857142857143,-7.442857142857143,-15.37142857142857,-0.6142857142857144,0.9000000000000001,1.6285714285714286,-8.357142857142858,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-543,162.0,25.3,98975,Northern Savonia
Päijänne Tavastia,2022-05,4.242353175707238,4.612369280796619,4.583985769454825,4.504463180432634,4.358304610668161,4.415719516373483,4.423325997485446,3.894098025826613,4.372643899695339,4.449361102232741,4.4283487554634045,4.3129830984744375,-8.1,-6.357142857142857,-8.614285714285714,-13.757142857142858,-1.8285714285714287,-0.6714285714285715,-0.4428571428571427,-7.3,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-591,222.7,26.7,77081,Päijänne Tavastia
Satakunta,2022-05,4.415248386503743,4.554897454944703,4.552942937492734,4.3971231403692626,4.03460307337271,4.475690017197826,4.386203752703329,4.213147394642669,4.378091337580808,4.493300023729132,4.452511448855964,4.347798324138982,-4.6571428571428575,-5.171428571428572,-3.042857142857143,-8.028571428571428,0.7714285714285715,1.2142857142857142,3.628571428571429,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,71.2,-1141,63.9,27.2,86401,Satakunta
Uusimaa,2022-05,4.574849695162128,4.710510792809698,4.997951431881978,5.184209014987621,5.25608269529365,4.483504625868059,4.310035464747664,4.157609332885178,4.374514989394601,4.424793195874138,4.360610151428907,4.213164441773848,-7.142857142857143,-6.042857142857144,-6.4,-10.5,-0.5,0.1285714285714286,1.0,-4.885714285714286,,,,,,,,,,,,,,,,,,,,,,,,,75.2,8144,601.0,17.6,836622,Uusimaa
Southwest Finland,2022-05,4.307360286525402,4.30875824673244,4.3941352080772536,4.489955051190648,4.322631403094502,4.324008191646444,4.077136909901987,4.197455044802168,4.445470347788381,4.531018633204923,4.474692441262656,4.359933850452335,-3.5,-3.685714285714286,-3.9,-7.5,0.5142857142857142,1.3428571428571427,2.6142857142857143,-1.4857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,72.4,887,74.1,23.3,202061,Southwest Finland
South Karelia,2022-06,4.590472604403336,4.349316093591258,4.30563612827236,4.158141328391123,3.996714385688795,4.725632557766499,4.469054187933743,2.569151494103323,4.339259923876858,4.376058413038107,4.419237691563307,4.3719327933303775,-13.185714285714283,-8.485714285714286,-7.528571428571429,-8.2,-5.4,-1.7,-1.0571428571428572,-0.1714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,67.4,-488,387.3,27.4,47995,South Karelia
Southern Ostrobothnia,2022-06,4.319629976319415,4.152728841319113,4.415933282181839,4.672444520311983,4.332700124510856,4.176978038139762,4.121144162779906,0.8776131966999335,4.442752531712659,4.465830133268613,4.515581072091663,4.4357019501969575,-12.157142857142857,-9.44285714285714,-5.485714285714286,-4.914285714285714,-5.471428571428571,-0.9714285714285714,1.9714285714285715,1.9428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,73.8,-935,123.6,25.4,77419,Southern Ostrobothnia
Southern Savonia,2022-06,4.898437639392556,4.494732995318637,4.376978382928279,4.168232234966018,3.838164583903755,5.094317573719084,4.826802566065981,3.2500795637896287,4.24015314838582,4.305055958386784,4.364176649509861,4.346014905953183,-13.542857142857144,-10.685714285714283,-7.314285714285714,-5.842857142857143,-5.7,-3.871428571428571,1.3571428571428572,0.7,,,,,,,,,,,,,,,,,,,,,,,,,68.9,-1228,143.5,30.9,50145,Southern Savonia
Kainuu,2022-06,4.568977168726278,4.612852146781714,4.699036225429373,4.824249225796569,4.9039326396359115,4.601712551937291,4.638821725018559,3.4385142450699218,4.213345730919506,4.257402107485671,4.316486534378898,4.267073403996394,-8.785714285714286,-7.328571428571428,-5.842857142857143,-7.614285714285715,-4.1571428571428575,-1.3571428571428572,-0.3857142857142857,0.0714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,68.3,-462,857.2,28.5,27218,Kainuu
Tavastia Proper,2022-06,4.029349525227609,3.9365446770967223,4.236716899882976,4.487926299535433,4.517157554851779,3.9296564724190493,3.2882079264436608,1.2914628827383268,4.3444371993510575,4.422474894476239,4.503057148569683,4.469798994782543,-14.028571428571428,-14.1,-9.585714285714284,-9.457142857142856,-8.357142857142858,-8.185714285714285,-1.0428571428571427,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,73.1,-69,197.5,25.3,64199,Tavastia Proper
Central Ostrobothnia,2022-06,4.44765827137169,4.407252197861302,4.456230259889765,4.353861893224886,3.9027395933953968,4.501290534178862,4.315306527511506,3.241152182298479,4.425934088180289,4.452410276850244,4.545322328978943,4.471375958492938,-11.785714285714286,-8.528571428571428,-6.528571428571429,-11.357142857142858,-6.042857142857143,-3.7571428571428567,-1.5714285714285714,-3.142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,74.3,-450,189.5,23.4,28177,Central Ostrobothnia
Central Finland,2022-06,4.234215160987215,4.2138091575739445,4.205090999644982,4.170571443571138,4.294049584640084,4.0172004856687975,3.3515800561784994,0.7594621438858331,4.318049276163122,4.383633321182726,4.454532434576963,4.375920396239762,-14.328571428571427,-15.214285714285714,-9.914285714285713,-10.385714285714286,-7.428571428571429,-7.114285714285714,-0.1142857142857144,-0.6142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,68.0,-262,94.5,23.2,106637,Central Finland
Kymenlaakso,2022-06,4.665450041890256,4.564531156736549,4.488811920433206,4.467894757319511,4.463658304153456,4.751290632967168,4.54840990027214,2.595773071897383,4.304650870974665,4.387998381648266,4.430504317921871,4.383103474044554,-11.37142857142857,-7.228571428571429,-7.585714285714286,-8.542857142857143,-6.085714285714286,-2.4857142857142853,-1.0142857142857145,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,67.9,-1286,175.6,28.0,61440,Kymenlaakso
Lapland,2022-06,4.515213521907141,4.472833400785564,4.583435390139827,4.4433262847003725,4.439325389832361,4.695503029728667,4.219794431477427,2.330502397686273,4.294482537585345,4.325893971900015,4.408663470090931,4.379879616527842,-10.528571428571428,-6.942857142857143,-3.7,-3.142857142857143,-3.6714285714285713,-0.0857142857142856,2.4714285714285715,2.5,,,,,,,,,,,,,,,,,,,,,,,,,70.3,-968,-0.3,25.3,71925,Lapland
Pirkanmaa,2022-06,4.2929363415931725,4.271005552334644,4.273140432017267,4.548464993076912,4.450728635864954,4.1633653315906685,3.45983661355089,0.6807807456058381,4.311831584097457,4.405566696001194,4.478867769258008,4.429852977816146,-9.071428571428571,-6.942857142857143,-5.671428571428572,-6.128571428571428,-3.985714285714285,-0.2999999999999999,0.5142857142857143,1.342857142857143,,,,,,,,,,,,,,,,,,,,,,,,,71.4,1886,305.6,21.8,217811,Pirkanmaa
Ostrobothnia,2022-06,4.784068301403472,4.849866930583028,4.771143781917894,4.828714803517813,4.6919671871167825,4.91076442756341,4.527383013099817,0.8115114631843058,4.310343326942883,4.413920949892116,4.4955458093829685,4.316974062412741,-7.114285714285715,-6.700000000000001,-5.942857142857143,-6.842857142857143,-3.4,-0.8428571428571429,-0.2428571428571428,0.7285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,76.7,-986,275.3,23.0,78711,Ostrobothnia
North Karelia,2022-06,3.6534120728897275,3.4734173094756127,3.7977046280940305,4.180355554836045,4.1015864581984856,3.807256402508418,3.315579102592594,2.2447925507186772,4.349767048255727,4.382216128795468,4.415937818830746,4.387300031538241,-10.742857142857144,-5.842857142857143,-4.9,-3.6000000000000005,-3.871428571428571,0.5,1.2857142857142858,2.9714285714285715,,,,,,,,,,,,,,,,,,,,,,,,,64.8,-636,345.7,26.5,60515,North Karelia
Northern Ostrobothnia,2022-06,4.260018241710802,4.116806248637347,3.944467293989521,3.965302509548188,3.996429804553778,4.25316979814413,3.976239633669588,2.4620681015362975,4.402085738324852,4.48382494321227,4.516564704798342,4.470561103893163,-10.0,-6.342857142857143,-4.414285714285714,-8.185714285714285,-5.142857142857143,-2.3285714285714283,-0.6428571428571429,-1.0571428571428572,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-862,185.0,19.6,164619,Northern Ostrobothnia
Northern Savonia,2022-06,3.9472453501657694,3.935511124117353,3.884666111285201,3.9307786065383645,3.9928519703839638,3.8929113604229633,3.5824806420196214,2.690247546224708,4.323597971813703,4.378879082641905,4.4407827664003845,4.394673162437631,-11.485714285714284,-10.571428571428571,-6.742857142857143,-7.442857142857143,-5.057142857142857,-0.6142857142857144,0.9000000000000001,1.6285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-543,162.0,25.3,98975,Northern Savonia
Päijänne Tavastia,2022-06,4.415719516373483,4.242353175707238,4.612369280796619,4.583985769454825,4.504463180432634,4.423325997485446,3.9019831253915656,0.7503529760475329,4.332232734691084,4.372643899695339,4.449361102232741,4.4283487554634045,-12.357142857142858,-8.1,-6.357142857142857,-8.614285714285714,-5.214285714285714,-1.8285714285714287,-0.6714285714285715,-0.4428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-591,222.7,26.7,77081,Päijänne Tavastia
Satakunta,2022-06,4.475690017197826,4.415248386503743,4.554897454944703,4.552942937492734,4.3971231403692626,4.386203752703329,4.089727017615669,2.6455327192738283,4.313273165863993,4.378091337580808,4.493300023729132,4.452511448855964,-9.37142857142857,-4.6571428571428575,-5.171428571428572,-3.042857142857143,-2.3857142857142857,0.7714285714285715,1.2142857142857142,3.628571428571429,,,,,,,,,,,,,,,,,,,,,,,,,71.2,-1141,63.9,27.2,86401,Satakunta
Uusimaa,2022-06,4.483504625868059,4.574849695162128,4.710510792809698,4.997951431881978,5.184209014987621,4.310035464747664,3.956239415870374,2.922620452259338,4.310642443794097,4.374514989394601,4.424793195874138,4.360610151428907,-9.757142857142856,-7.142857142857143,-6.042857142857144,-6.4,-3.8428571428571434,-0.5,0.1285714285714286,1.0,,,,,,,,,,,,,,,,,,,,,,,,,75.2,8144,601.0,17.6,836622,Uusimaa
